# M=3^2, N=9, PBC
# U/t E0/t <K>/t <V>/t S2(n=1) S2(l=1) Eop(l=1)
1.0 -32.35035032591378 -35.715378606015335 3.3650282801015536 0.017133939670922096 1.1136205969149173 5.2078592993441484e-15
10.0 -12.495759186948426 -26.62125154070582 14.125492353757394 0.5711953726232706 0.6261455683188629 -8.993657619405719e-15
