# M=6x6, N=6, PBC
# U/t E0/t <K>/t <V>/t S2(n=1) S2(l=1) Eop(l=1)
1.0 -23.641012077962703 -23.951547380837898 0.31053530287519443 0.00837107449217703 0.3131432992735164 -4.4537457629299146e-13
10.0 -22.359510018024444 -23.00397388781771 0.6444638697932672 0.15898280762715392 0.3229230617682755 3.0065363923604684e-13
