# M=2^1, N=2, PBC
# U/t E0/t <K>/t <V>/t S2(n=1) S2(l=1) Eop(l=1)
0.0 -4.000000000000001 -4.000000000000001 0.0 -8.881784197001248e-16 0.9808292530117257 0.0
1.0 -3.5311288741492755 -3.9691115068546714 0.437982632705396 0.007722046093909942 0.8872711176466632 0.0
2.0 -3.123105625617661 -3.8805700005813284 0.7574643749636675 0.02985296314967979 0.7815572156774588 0.0
3.0 -2.7720018726587665 -3.745316710276179 0.9733148376174123 0.06362569588021166 0.6752802743686319 0.0
4.0 -2.472135954999579 -3.5777087639996643 1.1055728090000851 0.10536051565782566 0.5766033143570121 0.0
5.0 -2.2169905660283016 -3.391993216020352 1.1750026499920503 0.15134562889965086 0.48965658786198357 0.0
6.0 -2.0 -3.2 1.2000000000000004 0.1984509387238379 0.41551544396166545 0.0
7.0 -1.8150729063673252 -3.0103067788275117 1.1952338724601865 0.24438526669845645 0.3534846505747749 0.0
8.0 -1.6568542494923804 -2.8284271247461907 1.1715728752538106 0.2876820724517809 0.3020830095770485 0.0
9.0 -1.5207972893961477 -2.6574553553196787 1.136658065923531 0.3275466710157098 0.25963238467241423 0.0
10.0 -1.4031242374328488 -2.4987801902176976 1.0956559527848486 0.3636679794297027 0.2245498660287064 0.0
11.0 -1.300735254367722 -2.3526867907001856 1.0519515363324639 0.3960501091735623 0.1954623707183653 0.0
12.0 -1.2111025509279791 -2.2188007849009166 1.0076982339729375 0.42488319396526597 0.17122974911913777 0.0
13.0 -1.1321687612368738 -2.096389702657339 0.9642209414204649 0.45045349532294593 0.15092721223337827 0.0
14.0 -1.06225774829855 -1.984555753427336 0.9222980051287859 0.4730852957831436 0.13381361161778801 0.0
15.0 -1.0000000000000002 -1.882352941176472 0.8823529411764716 0.4931058117390803 0.11929802350160812 0.0
16.0 -0.9442719099991589 -1.7888543819998324 0.8445824720006734 0.5108256237659904 0.10690971755165542 0.0
17.0 -0.8941471140279682 -1.7031881453195186 0.8090410312915502 0.5265290156944414 0.0962730355066287 0.0
18.0 -0.8488578017961048 -1.6245538642137904 0.7756960624176855 0.5404703403509873 0.08708714307583816 0.0
19.0 -0.8077640640441514 -1.5522280002325313 0.7444639361883799 0.552873860009491 0.0791100325718865 0.0
20.0 -0.7703296142690081 -1.4855627054164149 0.7152330911474069 0.5639354490799389 0.07214601443177497 0.0
21.0 -0.7361025271221162 -1.4239813103679517 0.6878787832458354 0.573825175708975 0.06603598176483691 0.0
22.0 -0.7046999107196252 -1.3669722523468169 0.6622723416271917 0.5826901849956371 0.0606498407356426 0.0
23.0 -0.6757956618859206 -1.3140824997650915 0.6382868378791708 0.5906575610730593 0.05588061713775165 0.0
24.0 -0.6491106406735175 -1.264911064067352 0.6158004233938343 0.5978370007556207 0.05163985494574735 0.0
25.0 -0.6244047484066874 -1.219102908415135 0.5946981600084477 0.6043232237737093 0.0478540098675257 0.0
26.0 -0.6014705087354434 -1.1763433953500924 0.5748728866146491 0.6101980975791944 0.04446161015544516 0.0
27.0 -0.5801278403287234 -1.1363533187654962 0.5562254784367727 0.6155324835970138 0.04141101063636713 0.0
28.0 -0.5602197785610367 -1.0988845115895123 0.5386647330284756 0.6203878262775162 0.03865860704206295 0.0
29.0 -0.5416089564913236 -1.063715992503254 0.5221070360119304 0.6248175123691061 0.03616740899785259 0.0
30.0 -0.5241746962600239 -1.0306506022413298 0.5064759059813058 0.6288680291553811 0.03390589374702652 0.0
31.0 -0.5078105935821218 -0.9995120760870788 0.49170148250495704 0.6325799491994938 0.03184708067035538 0.0
32.0 -0.49242250247064223 -0.9701425001453321 0.4777199976746898 0.6359887667199965 0.0299677803095452 0.0
33.0 -0.47792684634964505 -0.9424001024860167 0.46447325613637164 0.6391256078414768 0.0282479819902167 0.0
34.0 -0.4642491965729808 -0.9161573349021893 0.4519081383292085 0.6420178340373415 0.02667035206917652 0.0
35.0 -0.45132307101624203 -0.8912992060085645 0.43997613499232247 0.6446895553283447 0.025219820906933497 0.0
36.0 -0.4390889145857747 -0.8677218312746249 0.4286329166888501 0.6471620673181219 0.02388324134164501 0.0
37.0 -0.42749323074769985 -0.8453311701101556 0.41783793936245567 0.6494542239684882 0.02264910505369769 0.0
38.0 -0.41648783894759894 -0.8240419241993677 0.40755408525176884 0.651582756138695 0.021507306014727435 0.0
39.0 -0.406029237394383 -0.8037765748853256 0.39774733749094254 0.6535625443117279 0.020448942401899525 0.0
40.0 -0.3960780543711395 -0.7844645405527363 0.38838648618159677 0.6554068525770989 0.019466150071345334 0.0
41.0 -0.3865985742054228 -0.7660414376785945 0.3794428634731716 0.6571275298011792 0.018551962032699394 0.0
42.0 -0.3775583264319501 -0.748448431559981 0.3708901051280309 0.6587351829622171 0.01770018943216219 0.0
43.0 -0.3689277286290377 -0.7316316647319703 0.36270393610293256 0.6602393268295803 0.016905320397374548 0.0
44.0 -0.36067977499789705 -0.715541752799933 0.35486197780203593 0.6616485135005754 0.016162433771845456 0.0
45.0 -0.35278976405287815 -0.700133338869978 0.3473435748170999 0.6629704447521485 0.015467125306697605 0.0
46.0 -0.34523505985750413 -0.6853646990049911 0.340129639147487 0.6642120697004926 0.014815444311720053 0.0
