# M=6^1, N=6, PBC
# U/t E0/t <K>/t <V>/t S2(n=2) S2(l=2) Eop(l=2)
0.0 -12.000000000000002 -12.000000000000002 0.0 -4.440892098500617e-15 1.4243043841730576 6.079575191088651e-16
0.1 -11.755689809325863 -11.994661869633855 0.2389720603079923 0.0021954398725420195 1.3917569077914476 0.00023978819282985365
0.2 -11.521466972636288 -11.98090911406079 0.45944214142450135 0.0077271758940896645 1.3635819461769976 0.0008094393002130291
0.3 -11.295823876658385 -11.961065310149404 0.6652414334910182 0.015511764459609508 1.3387148138501686 0.0015600019677148842
0.4 -11.0776552741044 -11.936570508075725 0.8589152339713262 0.024883914606123235 1.3164112899163147 0.0024051018367878653
0.5 -10.86612073430889 -11.908366424159489 1.0422456898505996 0.03541723053878476 1.2961356969014242 0.0032931804957547126
0.6 -10.66056201175483 -11.87709670456847 1.2165346928136378 0.046828779763055293 1.2774916317131713 0.004192868388470893
0.7 -10.46045092363121 -11.843217466152128 1.382766542520918 0.05892552413898823 1.2601782059305493 0.005084917177099665
0.8 -10.265355091667608 -11.807061501462494 1.5417064097948856 0.07157286481761013 1.2439616858302127 0.005957571493021167
0.9 -10.074914624026714 -11.768877236009029 1.6939626119823143 0.08467544727187776 1.2286566309788818 0.006803822856585585
1.0 -9.888825759982236 -11.728853276543044 1.840027516560808 0.09816505322387058 1.2141130397412188 0.007619732691934667
1.1 -9.706829096177067 -11.687134399850411 1.9803053036733436 0.11199274009590789 1.2002073904253283 0.00840338255418033
1.2 -9.528700916289774 -11.643832277224522 2.1151313609347477 0.12612360755176336 1.186836270353331 0.009154202752479888
1.3 -9.354246676849932 -11.599032862543275 2.244786185693342 0.14053323398254888 1.1739117631697473 0.00987253480943734
1.4 -9.183296024853178 -11.552801610479861 2.3695055856266833 0.1552052000973147 1.161358055784896 0.010559341420002642
1.5 -9.015698925241603 -11.505187252150208 2.4894883269086057 0.17012933496116053 1.1491089077802232 0.01121601107970912
1.6 -8.85132260666187 -11.456224594034333 2.6049019873724633 0.18530045072761975 1.1371057417508412 0.011844224359532666
1.7 -8.690049119903884 -11.40593664595409 2.7158875260502064 0.20071741289789036 1.1252961883543453 0.012445860796938539
1.8 -8.531773361392982 -11.354336283450383 2.8225629220574007 0.21638244369971318 1.113632969830226 0.013022932789307214
1.9 -8.376401453963647 -11.301427585472421 2.9250261315087736 0.23230058880997595 1.1020730395549396 0.013577537550126808
2.0 -8.223849405029556 -11.247206946129864 3.0233575411003075 0.24847929900822266 1.0905769184249632 0.01411182118391436
2.1 -8.07404198209721 -11.191664031162071 3.117622049064861 0.2649280925644601 1.079108185050343 0.014627950884984496
2.2 -7.9269117598823 -11.134782630713527 3.207870870831228 0.2816582737687172 1.067633088161647 0.015128092551370194
2.3 -7.782398303759113 -11.076541446815947 3.294143143056834 0.29868268959270616 1.0561202577612716 0.015614391965435868
2.4 -7.640447462035815 -11.016914844644083 3.3764673826082676 0.31601551105434433 1.0445404973644452 0.016088958276412546
2.5 -7.501010745373666 -10.955873589806211 3.4548628444325455 0.3336720290986146 1.0328666438330631 0.016553848922469788
2.6 -7.364044776096887 -10.893385588770006 3.5293408126731176 0.35166845715477507 1.0210734842557856 0.01701105541296234
2.7 -7.229510793551547 -10.829416645411523 3.599905851859976 0.37002173427820595 1.0091377213801436 0.01746248959528182
2.8 -7.097374204335861 -10.763931243194737 3.666557038858875 0.3887493241404674 0.997037980476906 0.017909970182243756
2.9 -6.967604168339681 -10.696893359362399 3.729289191022718 0.40786900623528893 0.9847548513719885 0.018355209432356114
3.0 -6.840173213239259 -10.628267314552115 3.788094101312855 0.42739865662154125 0.9722709598363318 0.0187997999683537
3.1 -6.7150568715004875 -10.558018658321075 3.842961786820588 0.4473560163968783 0.9595710626745441 0.01924520179609255
3.2 -6.592233335127931 -10.486115088101286 3.8938817529733543 0.4677584469355607 0.9466421607780605 0.019692729650775568
3.3 -6.4716831244152635 -10.41252739609031 3.9408442716750463 0.4886226717624839 0.9334736241806565 0.020143540852764524
3.4 -6.353388767846461 -10.337230435529362 3.9838416676829014 0.5099645057895993 0.9200573228414107 0.020598623901697168
3.5 -6.237334491097284 -10.260204094786424 4.02286960368914 0.5317985735162537 0.9063877565502622 0.021058788075044722
3.6 -6.123505913811019 -10.181434264735373 4.057928350924353 0.5541380186849966 0.8924621770706617 0.0215246543247002
3.7 -6.0118897534851286 -10.100913782220424 4.089024028735295 0.5769942087745623 0.8782806954681397 0.021996647781170425
3.8 -5.902473536411141 -10.018643330060982 4.116169793649842 0.6003764385754908 0.8638463675831319 0.022474992178053276
3.9 -5.795245316158879 -9.934632272236566 4.139386956077688 0.6242916379003742 0.8491652508461343 0.02295970649834928
4.0 -5.690193400584445 -9.8488994017553 4.158706001170856 0.6487440891900245 0.8342464261435938 0.023450604117530072
4.1 -5.587306088763575 -9.761473578400917 4.174167489637343 0.6737351613470922 0.8191019792501909 0.023947294676092117
4.2 -5.486571419596937 -9.672394234193229 4.185822814596292 0.6992630665167195 0.8037469374522554 0.024449188856646924
4.3 -5.387976934095062 -9.581711726074833 4.19373479197977 0.7253226466984025 0.7881991583791212 0.024955506168834525
4.4 -5.2915094535173495 -9.489487518081777 4.197978064564428 0.7519051969805421 0.7724791696917662 0.02546528576194136
4.5 -5.1971548756055785 -9.39579417903793 4.198639303432351 0.7789983318142519 0.7566099600840014 0.025977400193115306
4.6 -5.10489799111341 -9.300715186530958 4.195817195417549 0.806585900074847 0.7406167239434548 0.02649057198284341
4.7 -5.014722322689239 -9.20434453340895 4.18962221071971 0.8346479537031845 0.7245265638963346 0.027003392693481273
4.8 -4.926609987923989 -9.106786139043727 4.180176151119738 0.8631607734970047 0.7083681572131161 0.027514344176522643
4.9 -4.840541588038077 -9.008153073851503 4.167611485813426 0.8920969541751236 0.6921713935754411 0.028021821554475152
5.0 -4.756496123264342 -8.90856661171733 4.152070488452988 0.9214255492219996 0.6759669929050882 0.02852415743902532
5.1 -4.674450935506396 -8.808155130709444 4.133704195203048 0.9511122743064095 0.6597861127583552 0.02901964684182415
5.2 -4.594381678333129 -8.70705288747007 4.112671209136941 0.9811197663366787 0.643659955149292 0.02950657221069426
5.3 -4.516262313835017 -8.605398694660899 4.089136380825883 1.0114078935482234 0.6276193825660856 0.02998322802379469
5.4 -4.44006513533881 -8.503334533608587 4.063269398269776 1.0419341104995274 0.6116945524041238 0.030447944396740582
5.5 -4.365760814478349 -8.40100413570927 4.035243321230921 1.0726538505531396 0.5959145781035029 0.03089910920177964
5.6 -4.2933184706701395 -8.298551566166562 4.005233095496422 1.1035209473997414 0.5803072240192324 0.03133518826056507
5.7 -4.2227057606618725 -8.196119842305153 3.9734140816432806 1.1344880764884404 0.564898639557333 0.03175474324918501
5.8 -4.153888985522404 -8.09384961614899 3.9399606306265857 1.1655072068796635 0.5497131364784794 0.03215644704129819
5.9 -4.086833212231089 -7.991877947377886 3.905044735146797 1.196530054041209 0.5347730116001425 0.032539096307363326
6.0 -4.021502406906461 -7.89033718842663 3.8688347815201687 1.227508524446283 0.5200984155106022 0.03290162128055133
6.1 -3.957859576687755 -7.789353998638154 3.8314944219503992 1.2583951434717233 0.5057072664212446 0.03324309268824563
6.2 -3.8958669173395624 -7.68904849930365 3.7931815819640873 1.2891434589870217 0.4916152069888082 0.03356272592846857
6.3 -3.835485963784388 -7.589533576382506 3.754047612598117 1.3197084141134223 0.47783560087664434 0.033859882640229724
6.4 -3.776677740963528 -7.490914332919146 3.7142365919556175 1.3500466838554062 0.4643795650162842 0.03413406987374785
6.5 -3.7194029126739347 -7.3932876888526735 3.6738847761787388 1.3801169716013983 0.4512560329796761 0.034384937109590716
6.6 -3.6636219263102947 -7.296742122181242 3.6331201958709474 1.4098802627976394 0.4384718445672372 0.034612271405198576
6.7 -3.6092951517456195 -7.201357542383887 3.5920623906382674 1.4393000343654043 0.4260318566328634 0.03481599096340055
6.8 -3.5563830128959717 -7.107205284653272 3.5508222717573004 1.4683424196127826 0.4139390702720108 0.03499613742169559
6.9 -3.5048461108244178 -7.014348211845662 3.509502101021244 1.4969763294539473 0.40219476975734497 0.035152867154964455
7.0 -3.454645337536847 -6.922840910071043 3.4681955725341957 1.5251735316658137 0.39079866897921106 0.035286441869748414
7.1 -3.4057419798992568 -6.832729963455931 3.4269879835566734 1.552908690671042 0.37974906160007516 0.035397218747098565
7.2 -3.358097813358033 -6.744054293732788 3.3859564803747544 1.5801593709311545 0.3690429716292729 0.035485640365453486
7.3 -3.311675185367138 -6.656845550847866 3.345170365480728 1.6069060074674495 0.3586763016390198 0.035552224606580106
7.4 -3.266437088617779 -6.571128541641207 3.304691453023428 1.6331318473085283 0.3486439763505786 0.03559755471790103
7.5 -3.222347224326232 -6.4869216847462585 3.264574460420027 1.658822865805625 0.33894007980317 0.035622269674950094
7.6 -3.1793700559648195 -6.404237481099999 3.224867425135179 1.6839676617772743 0.32955798476475806 0.03562705495913262
7.7 -3.137470853921814 -6.323082990775738 3.1856121368539236 1.708557335361537 0.32049047344413495 0.03561263383929859
7.8 -3.096615731650184 -6.243460308189222 3.1468445765390385 1.732585352286505 0.31172984891403327 0.03557975922134997
7.9 -3.056771673915319 -6.165367029035853 3.108595355120534 1.75604739803705 0.3032680369532807 0.03552920610843722
8.0 -3.0179065577820587 -6.088796703557582 3.0708901457755235 1.7789412251151857 0.29509667826378577 0.0354617646956635
8.1 -2.979989166993283 -6.013739271884628 3.033750104891345 1.8012664962798879 0.2872072112180874 0.035378234107278854
8.2 -2.942989200390236 -5.940181478235477 2.997192277845241 1.823024626322887 0.2795909454491411 0.03527941677116001
8.3 -2.9068772750106295 -5.868107261677392 2.9612299866667624 1.844218624603273 0.2722391267115334 0.03516611341495962
8.4 -2.8716249244773855 -5.797498121949088 2.925873197471703 1.8648529402342282 0.26514299352616344 0.035039118659914076
8.5 -2.8372045932606977 -5.7283334595271125 2.891128866266415 1.8849333114989912 0.2582938261752026 0.034899217182262014
8.6 -2.8035896273613368 -5.660590889686729 2.8570012623253915 1.9044666207749963 0.25168298864431543 0.03474718040791482
8.7 -2.770754261924783 -5.59424653077148 2.8234922688466977 1.9234607559703933 0.24530196412032826 0.03458376370307569
8.8 -2.7386736062560697 -5.529275267256894 2.790601661000824 1.941924479227255 0.23914238464803095 0.034409704022232486
8.9 -2.707323626664912 -5.465650988480171 2.7583273618152586 1.959867303423178 0.23319605553357886 0.03422571797425877
9.0 -2.6766811275304243 -5.403346804121588 2.726665676591163 1.9772993768074127 0.2274549750571565 0.03403250026794088
9.1 -2.64672373093606 -5.342335237675311 2.695611506739251 1.994231375938667 0.2219113500262795 0.03383072249916658
9.2 -2.6174298551879787 -5.282588399245706 2.6651585440577277 2.0106744069485147 0.21655760766624507 0.03362103224359241
9.3 -2.588778692494786 -5.224078139060937 2.635299446566151 2.026639915034752 0.21138640430665204 0.03340405242050234
9.4 -2.560750186053531 -5.166776183114907 2.6060259970613755 2.042139601991947 0.20639063128494287 0.03318038089562486
9.5 -2.533325006756219 -5.110654252340247 2.577329245584027 2.057185351508907 0.20156341844968373 0.03295059029301642
9.6 -2.506484529703057 -5.055684166684457 2.5491996369814 2.071789161903268 0.19689813560935993 0.03271522798837786
9.7 -2.4802108106827023 -5.001837935413635 2.521627124730932 2.085963085919658 0.19238839223693313 0.03247481625852442
9.8 -2.454486562756819 -4.949087834909052 2.4946012721522326 2.099719177187396 0.1880280357069302 0.032229852564006074
9.9 -2.4292951330649926 -4.8974064751536766 2.4681113420886835 2.1130694429151227 0.1838111483104587 0.03198080994408862
10.0 -2.4046204799474467 -4.846766856032592 2.4421463760851454 2.1260258023907923 0.1797320432647971 0.03172813750538111
